21-05-04 17:05:57,0013A20041D2067A,{'rms_x': 325.65, 'rms_y': 864.22, 'rms_z': 1001.71, 'max_x': 0.0, 'max_y': 0.0, 'max_z': 1226.91, 'min_x': -516.71, 'min_y': -1015.41, 'min_z': 0.0, 'temperature': 23},68.25024630541873%
0
21-05-04 17:05:57,0013A20041D2067A,{'rms_x': 325.65, 'rms_y': 864.22, 'rms_z': 1001.71, 'max_x': 0.0, 'max_y': 0.0, 'max_z': 1226.91, 'min_x': -516.71, 'min_y': -1015.41, 'min_z': 0.0, 'temperature': 23},68.25024630541873%
4
21-05-04 17:05:57,0013A20041D2067A,{'rms_x': 325.65, 'rms_y': 864.22, 'rms_z': 1001.71, 'max_x': 0.0, 'max_y': 0.0, 'max_z': 1226.91, 'min_x': -516.71, 'min_y': -1015.41, 'min_z': 0.0, 'temperature': 23},68.25024630541873%
2.68548
21-05-04 17:05:57,0013A20041D2067A,{'rms_x': 325.65, 'rms_y': 864.22, 'rms_z': 1001.71, 'max_x': 0.0, 'max_y': 0.0, 'max_z': 1226.91, 'min_x': -516.71, 'min_y': -1015.41, 'min_z': 0.0, 'temperature': 23},68.25024630541873%
68.25024630541873%
21-05-04 17:05:57,0013A20041D2067A,{'rms_x': 325.65, 'rms_y': 864.22, 'rms_z': 1001.71, 'max_x': 0.0, 'max_y': 0.0, 'max_z': 1226.91, 'min_x': -516.71, 'min_y': -1015.41, 'min_z': 0.0, 'temperature': 23},68.25024630541873%
245
21-05-04 17:05:57,0013A20041D2067A,{'rms_x': 325.65, 'rms_y': 864.22, 'rms_z': 1001.71, 'max_x': 0.0, 'max_y': 0.0, 'max_z': 1226.91, 'min_x': -516.71, 'min_y': -1015.41, 'min_z': 0.0, 'temperature': 23},68.25024630541873%
40
21-05-04 17:05:57,0013A20041D2067A,{'rms_x': 325.65, 'rms_y': 864.22, 'rms_z': 1001.71, 'max_x': 0.0, 'max_y': 0.0, 'max_z': 1226.91, 'min_x': -516.71, 'min_y': -1015.41, 'min_z': 0.0, 'temperature': 23},68.25024630541873%
0013A20041D2067A
21-05-04 17:05:57,0013A20041D2067A,{'rms_x': 325.65, 'rms_y': 864.22, 'rms_z': 1001.71, 'max_x': 0.0, 'max_y': 0.0, 'max_z': 1226.91, 'min_x': -516.71, 'min_y': -1015.41, 'min_z': 0.0, 'temperature': 23},68.25024630541873%
Vibration
21-05-04 17:05:57,0013A20041D2067A,{'rms_x': 325.65, 'rms_y': 864.22, 'rms_z': 1001.71, 'max_x': 0.0, 'max_y': 0.0, 'max_z': 1226.91, 'min_x': -516.71, 'min_y': -1015.41, 'min_z': 0.0, 'temperature': 23},68.25024630541873%
{'rms_x': 325.65, 'rms_y': 864.22, 'rms_z': 1001.71, 'max_x': 0.0, 'max_y': 0.0, 'max_z': 1226.91, 'min_x': -516.71, 'min_y': -1015.41, 'min_z': 0.0, 'temperature': 23}
21-05-04 17:06:03,0013A20041D2067A,{'rms_x': 331.84, 'rms_y': 869.83, 'rms_z': 996.68, 'max_x': 0.0, 'max_y': 0.0, 'max_z': 1145.15, 'min_x': -453.52, 'min_y': -1045.26, 'min_z': 0.0, 'temperature': 23},68.56748768472907%
0
21-05-04 17:06:03,0013A20041D2067A,{'rms_x': 331.84, 'rms_y': 869.83, 'rms_z': 996.68, 'max_x': 0.0, 'max_y': 0.0, 'max_z': 1145.15, 'min_x': -453.52, 'min_y': -1045.26, 'min_z': 0.0, 'temperature': 23},68.56748768472907%
4
21-05-04 17:06:03,0013A20041D2067A,{'rms_x': 331.84, 'rms_y': 869.83, 'rms_z': 996.68, 'max_x': 0.0, 'max_y': 0.0, 'max_z': 1145.15, 'min_x': -453.52, 'min_y': -1045.26, 'min_z': 0.0, 'temperature': 23},68.56748768472907%
2.69192
21-05-04 17:06:03,0013A20041D2067A,{'rms_x': 331.84, 'rms_y': 869.83, 'rms_z': 996.68, 'max_x': 0.0, 'max_y': 0.0, 'max_z': 1145.15, 'min_x': -453.52, 'min_y': -1045.26, 'min_z': 0.0, 'temperature': 23},68.56748768472907%
68.56748768472907%
21-05-04 17:06:03,0013A20041D2067A,{'rms_x': 331.84, 'rms_y': 869.83, 'rms_z': 996.68, 'max_x': 0.0, 'max_y': 0.0, 'max_z': 1145.15, 'min_x': -453.52, 'min_y': -1045.26, 'min_z': 0.0, 'temperature': 23},68.56748768472907%
246
